Nombre y tensión del nudo;Código de subestación;Comunidad Autónoma;POSICIONES;;;;;;CRITERIO DE POTENCIA DE CORTOCIRCUITO (WSCR);;;;CRITERIO ESTÁTICO DEMANDA;;;;CRITERIO ESTÁTICO ALMACENAMIENTO;;;CRITERIO DINÁMICO 1;CRITERIO DINÁMICO 2;SITUACIÓN NUDO CAPACIDAD DE ACCESO OTORGADA;;;;;;;;;;;;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO EN CURSO Y PENDIENTE DE RESOLVER;;MARGEN CAPACIDAD DE ACCESO TOTAL PARA CONEXIÓN A LA RDT;;;;;CRITERIOS LIMITANTES;;;;;CAPACIDAD DE ACCESO NO OTORGABLE EN RDT;;;;;;CAPACIDAD DE ACCESO DISPONIBLE PARA SOLICITUDES CRITERIO GENERAL;;;;;Nudo de concurso
;;;Gen/Alm a la red de transporte;;Consumo a la red de transporte;;A red de distribución;;Capacidad de acceso nodal;Binudos;Afección de CS a seguridad del sistema;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen no ocupado;Limitaciones temporales de acceso por configuración de la subestación;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen no ocupado;Margen no ocupado;Margen no ocupado;Capacidad de acceso para consumo en la RdD (valor de referencia);Estado acuerdo sobre capacidad de acceso para consumo en la RdD (valor de referencia);Capacidad de acceso otorgada a demanda adicional al valor de referencia;Capacidad de acceso otorgada demanda CEP con afección a WSCR;Capacidad de acceso otorgada demanda RdT;Capacidad de acceso demanda con aceptabilidad RdD;Capacidad de acceso demanda con aceptabilidad RdD no incluida en el valor de referencia;Capacidad de acceso otorgada almacenamiento adicional al valor de referencia;Capacidad de acceso otorgada almacenamiento RdT;Capacidad de acceso almacenamiento con aceptabilidad RdD;Capacidad de acceso  almacenamiento con aceptabilidad RdD no incluida en el valor de referencia;Capacidad de acceso otorgada demanda CH RdT;Capacidad de acceso otorgada demanda SH RdT;Capacidad de acceso CH con aceptabilidad en RdD;Capacidad de acceso SH con aceptabilidad en RdD;Capacidad de acceso solicitada en curso y pendiente resolver demanda RdT;Capacidad de acceso solicitada en curso y pendiente resolver almacenamiento RdT;DEMANDA;;;ALMACENAMIENTO;;DEMANDA;;;ALMACENAMIENTO;;DEMANDA;;;ALMACENAMIENTO;;Motivo capacidad no otorgable en RdT;DEMANDA;;;ALMACENAMIENTO;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CEP;;NO CEP;CEP (MPE);NO CEP (MGES);CEP;;NO CEP;CEP (MPE);NO CEP (MGES);CEP;;NO CEP;CEP (MPE);NO CEP (MGES);;CEP;;NO CEP;CEP (MPE);NO CEP (MGES);
;;;E;P;E;P;E;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CH;SH;;;;CH;SH;;;;CH;SH;;;;;CH;SH;;;;
ALMODOVAR DEL RIO 220;50030;Andalucía;;✓;;;;;212; N/A ;  ;212;44;E285_SEPE, E404_SEPE;;No;425;E285_SEPE, E404_SEPE;;1163;0;0;N/A;45;0;45;0;0;92;92;0;0;45;0;0;0;0;364;;;;;;;;;;;;;;;;Valor de referencia no acordado en la zona estática. ;;;;;;
ALONSOTEGUI 220;50031;País Vasco;;;;;✓;;516; N/A ;  ;516;239;E9_SEPE;0;Si. Caso b);262;E9_SEPE;51;16;0;211;SI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;Est_Dem_Zona;Din2_Zona;Est_Dem_Zona;Din1_Zona;Din1_Zona;0;0;0;0;0;;0;0;0;16;16;
ALVARADO 220;50032;Extremadura;✓;;;;✓;;156; N/A ;  ;156;674;E348_SEPE, E384_SEPE;;No;750;E348_SEPE, E384_SEPE;;1232;0;;NO;0;0;0;0;0;68;68;0;0;0;0;0;0;0;45;;;;;;;;;;;;;;;;Valor de referencia no acordado. ;;;;;;
AMOEIRO 220;50033;Galicia;;;;;;;375; N/A ;  ;375;166;E173_SEPE;131;No;304;E173_SEPE;193;1265;0;0;N/A;35;0;35;0;0;0;0;0;0;35;0;0;0;0;0;131;0;131;193;193;Est_Dem_Nudo;Din2_Zona;Est_Dem_Nudo;Est_Alm_Zona;Est_Alm_Zona;0;0;0;0;0;;131;0;131;193;193;
AMOREBIETA 400;50034;País Vasco;✓;;;;;;835; N/A ; Riesgo interacciones ;835;411;E394_SEPE;192;No ;1452;E394_SEPE;1131;140;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;140;140;140;Din1_Zona;Din2_Zona;Din1_Zona;Din1_Zona;Din1_Zona;0;0;0;0;0;;140;0;140;140;140;
ANCHUELO 400;50035;Comunidad de Madrid;;✓;;;;;430; N/A ;  ;224;1070;N/A;813;No ;2048;N/A;1792;0;0;0;N/A;257;206;257;0;0;0;0;0;0;51;206;0;0;0;0;0;0;0;0;0;Din1_Zona;Din2_Zona;Din1_Zona;Din1_Zona;Din1_Zona;0;0;0;0;0;;0;0;0;0;0;
ANCHUELO 220;50035;Comunidad de Madrid;;✓;;;;;135; N/A ;  ;135;570;E275_SEPE;533;No;769;E275_SEPE;769;0;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;Din1_Zona;Din2_Zona;Din1_Zona;Din1_Zona;Din1_Zona;0;0;0;0;0;;0;0;0;0;0;SI
ANDRATX 66;50036;Islas Baleares;;;;;✓;;35; N/A ; Riesgo interacciones ;35;49;N/A;;Si. Caso b);52;N/A;;0;0;;NO;0;0;0;0;0;69;0;69;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;Valor de referencia no acordado. ;;;;;;
ANDUJAR 220;50037;Andalucía;;✓;;;✓;;469; N/A ;  ;469;115;N/A;;No;600;N/A;;1261;0;;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;Valor de referencia no acordado. ;;;;;;
ANOIA 220;50038;Cataluña;;✓;;;✓;;118; N/A ;  ;63;239;N/A;;No;252;N/A;;939;0;;NO;55;55;55;0;0;0;0;0;0;0;55;0;0;0;0;;;;;;;;;;;;;;;;Valor de referencia no acordado. ;;;;;;
